,artist,song,lyrics,genre,lyric_count
104,Eminem,3hree6ix5ive,"Yo, I′m trying to be the man of the day, three-six-five a year See the bullshit you saying, Skam ain't trying to hear (Fuck that!) Busting lyrics in the air, keeping some up in the chamber (Yo Skam, what the fuck you doing?) Man, I′m releasing anger! (I'm trying to be the illest of the day, three six five a year See that bullshit you saying, Shady ain't trying to hear Spitting lyrics in your ear, keeping some up in the chamber) Aiyyo Shady what the fuck you doing? (I′m releasing anger!) Man I′m tired of being tired, every time I wake up Tired of these fake ducks, tired of being late for the bus Tired of all be blending, and ending up dating sluts So my facial expression stay stuck up, and shut the fuck up! To the pity ass rappers, that ain't shit with out make-up, wake up Gold digging bitches, the buck stops here The road to riches is closed for repair So if the shoe ain′t fitting, girl leave that shit alone You ain't Erykah Badu, what I look like Tyrone? I rip your tissue out your ear, spitting like I don′t care My hair look like I ain't comb it, shit a damn near year So I burn, zig-zag, I leave the next man with his heels up Brain dead, and be reincarnated at a speed bump When we done we stay hard, so you don′t land shit Suck Skam's dick, off of what a dead man spit Yo that's it, I don′t plan shit, you know how we go down They need to slow down, and take a look who the ho now At every industry party, getting so damn drunk Can′t remember the last ass you kissed, or dick you sucked Remind me of my ex, in the street got me veck Trying to roll up on Miami, leaving with a broke neck Oh shit, lethal lyric equal land mind I be stacking up white rappers like I'm throwing gang signs And I′m, buck wild exposing the plain truth You couldn't mess with me, fucking shit up in the same room Hey you, I don′t know you but fuck it, let me get a dollar For this bad car, that go along with the breath Some show the mad bomb, and steal the show like a theft Cause in Miami, the baby jamming like three up in the chamber (Yo Skam what the fuck you doing?) ""I just wanna figure something in my head And maybe you can help me out here When a person is insane, as you clearly are Do you know that you're insane? And you′re just sitting around reading Guns & Ammo Masturbating in your own feces Do you just stop and go ""Wow, it's just amazing how fucking crazy I really am""?"" Some people say I'm strange, I tell them ain′t shit change I′m still the same lame asshole with a different name Came late to the last show with a different dame Brain ate from the last O' that I sniffed of ′caine You know you're spaced the fuck out like George Lucas When your puke is turning to yellowish-orange mucus So when I grab a pencil and squeeze it between fingers I′m not a rapper, I'm a demon who speaks English Freak genius, too extreme for the weak and squeamish Burn you alive till you screaming to be extinguished Cause when I drop the science, motherfuckers tell me to stop the violence Start a fire and block the hydrants I′m just a mean person, you never seen worse than So when Slim gets this M-16 bursting You getting spun backwards like every word of obscene cursing On the B-side of my first single with the clean version Stopping your short life while you're still a teen virgin Unless you get a kidney specialist and a spleen surgeon In the best hospital possible for emergency surgery To try to stop the blood from your ruptured sternum internally I'll take it back before we knew each other′s name Run in a ultrasound and snatch you out your mother′s frame I'll take it further back than that Back to Lovers′ lane, to the night you were thought of, and Cock block your father's game I′ll plead the fifth like my jaws were muzzled So suck my dick while I take a shit and do this crossword puzzle And when I'm down with ten seconds left in the whole bout I′mma throw a head-butt so hard, I'll knock us both out",hiphop/rap,761
105,Nate-Dogg,Shake-That,"Shady Aftermath (Look at that bitch, shit, hey!) There she go Shakin′ that ass on the flo' Bumpin′ and grindin' that pole The way she's grindin′ that pole I think I′m losin' control Get buzzed, get drunk, get crunk, get fucked up Hit the strip club, don′t forget the ones, get your dick rubbed Get fucked, get sucked, get wasted, shit faceted Pasted, plastered, puke drink, throw up Get a new drink, hit the bathroom sink, throw up Wipe your shoe clean, got a routine goin' Still got a few chunks on them shoestrings showin′ I was dehydrated, till the beat vibrated I was revived as soon as this bitch gyrated Them hips and licked them lips and that was it I had to get Nate Dogg in to sing some shit Two to the one, from the one to the three I like good, pussy and I like good tree Smoke so much weed you wouldn't believe And I get mo′ ass than a toilet seat Three to the one, from the one to the three I met a bad bitch last night in the D Let me tell you how I made her leave with me Conversation and Hennessy I've been to the motherfuckin' mountain top Heard motherfuckers talk, seen ′em drop If I ain′t got a weapon I'mma pick up a rock And when I bust yo ass I′m gon' continue to rock Get your ass off the wall, with your two left feet It′s real easy just follow the beat Don't let that fine girl pass you by Look real close cause strobe lights lie We about to have a party (turn the music up) Let′s get it started (go 'head shake your butt) I'm lookin′ for a girl with a body and a sexy strut Wanna get it poppin′, baby? Step right up Some girls they act retarded Some girls are 'bout it, ′bout it I'm lookin′ for a girl that will do whatever the fuck I say, every day she be givin' it up Now, shake that ass for me Shake that ass for me Come on girl, shake that ass for me Ohh girl, shake that ass for me I′m a menace, a dentist, an oral hygienist Open your mouth for about four or five minutes Take a little bit of this fluoride rin-inse Swish, but don't spit it, swallow it and now finish Yeah! Me and Nate D-O Double-G Lookin' for a couple bitches with some double D′s Pop a little champagne and a couple E′s Slip it in her bubbly, we (finna, finna have a) We about have a party (turn the music up) Let's get it started (go ′head shake your butt) I'm lookin for a girl I can fuck in my Hummer truck Apple Bottom jeans and a big ol′ butt Some girls they act retarded (man I told ya!) I want a bitch to sit at the crib with no panties on Knows that she can but she won't say no Now, look at this lady all in front of me, sexy as can be Tonight I want a slut, would you be mine? Heard you was freaky from a friend of mine Now I hope you don't get mad at me But I told Nate you was a freak He said he wants a slut, hope you don′t mind I told him how you like it from behind We ′bout to have a party (turn the music up) I'm lookin for a girl with a body and a sexy strut Wanna get it poppin′ baby step right up I'm lookin' for a girl that will do whatever the fuck I say, every day she be givin it up Shakin′ that ass on the flo′ Bumpin' and grindin′ that pole I think I'm losin′ control God! I ain't leaving without you, bitch! You're comin′ home with me And my boy And his boy And his girl Haha, Nate Dogg!",hiphop/rap,661
106,Nate-Dogg,Have-a-Party,"This is how we do it, when we do it Like we just wanna tear the club up We do it like ain′t nuttin' to it, the way we do it Now e′rybody put your fuckin' hands up, let's go Hey! Go ′head and have a party if you want to Now now now now, I′m pumping on Hey! Go 'head and touch your body like you want to You heard about the kid, you know how I rock Went from pumpin' bags on the block, straight to the top So the money ain′t a thing now, yeah, that's right Mansion after mansion, next stop the Hamptons I splurge with it, I′m so absurd with it Got the hunger to go get it 'cause I wan' go spend it You know how a boss player play, nigga I′m ballin′ If there's money to be made, I′m all in Catch me in a cherry red Porsche, beige seats, red pipin' You want me to teach you how to stunt, aight then Tattoos on the arm, 30 karats on the charm ′Cause the flow be the bomb, learn to respect the Don First night if I don't hit, second night I want some shit Third night we call it quits, I ain′t fuckin' with the bitch Sex is my drug of choice, I'm high off life Another move another mill′, let′s get right, aight? Hey! Go 'head and have a party if you want to Hey! You could, catch me cockin' the fifth, got me rockin′ with Fif' Now that's why you see the keys to the Bent′ Got my niggaz movin′ the bricks, it don't stop And a million dollar deal, homey get that gwap See dudes get comfy, money ain′t long enough Come spit one verse, my whole crib's coughed up Ma, I got a fetish, fuckin′ in them Porsche trucks Curtis got one so when I finished I tossed her Y'all into wifin′, we don't condone lifin' Only fuck with bitches that, got they liquor license Shop high prices, shook all vices Infamous nigga got the game in a vice grip Chain hundred K but the flow, is priceless Anything less? We rollin′ them dices Nuts in the sand if you ain′t bumpin' my shit Shorty wanna rip to my sound and my likeness Now now now now, I'm pumping on Hey! Go ′head and touch your body like you want to Listen, you can call me Gambino P or V.I.P. My wrists could buy a bitch a Ph.D My rings alone could pay for you to eat For the next few years I′m so icy kid My flow is long money, my face is Hollywood My tattoos gon' keep me with a thug part though My attitude is universal, get harmed, call money When we get back to Queens we gon' hurt you Can′t afford to ride, you gettin′ stomped out I got a team of dimes, they all thonged out Ready to line you up and take you out My girls is hot man, they hard to turn down You pee in your drawers lookin' like you′re Mexican After lil' shorty wop wop break you off a lil′ bit You so stupid, we so much rich And who braggin'? I′m just tryin' holla at the chicks like Hey! Go ′head and chase that paper, get yo' game tight Hey! Go 'head come home with me, let′s do it all night",hiphop/rap,573
107,Nate-Dogg,Skandalouz-ft-Nate-Dogg,"Hey Nate, you know you got the vocals on this motherfucker We′s finna talk about these scandalous hoes I can talk about scandalous bitches Oh I know you can! I know you that's why we finna do it Daz on the beat Hey Daz, nigga stop fuckin around with the piano nigga Just drop that shit like uhh, this here I met you through my homie now you act like you don′t know me So disappointed cause baby that shit was so phony It's not for me, you see no lovin from my closest homies Woulda paid you no mind, but baby you was all up on me While you proceed with precision, you had the table hosed No, I ain't mad at you baby, go ′head and play them fools They chose not to listen, so now he stuck inside his house And can′t leave without his bitch permission The mission's to be a playa, my alias is Boss Drop a top on these jealous niggas, playa let me floss Y′all don't wanna see me in pain I′ll leave that ass like Toni Braxton, never breathin' again It′s scandalous, I never liked your back stabbin ass, triiick Used to watch you money grabbin, who you baggin beeyitch? Ready to bust, in the city you don't know who to trust But bitches lookin scandalous Scandalous she's so scandalous, she′s so scandalous She′s so scandalous she's so scandalous, she′s so scandalous Scandalous. she's so scandalous, she′s so scandalous She's so scandalous. she′s so scandalous, she's so scandalous How's it hangin′? Cause baby from the back the shit is bangin′ I've been stressing in this ghetto game, trying to do my thang Won′t be no bullshit, no ass-kissin This bitch'll have ya wakin up with all your cash missin I′m askin, as if I'm qualified to analyze You′re lookin at a bitch who specialize in tellin lies She got a body make a motherfucker fantasize Her face ain't never shed a tear through them scandalous eyes My sister precious in poverty Plus I knew she was a freak bitch so why should it bother me? I'd probably be sprung, addicted to the heat of her tongue And though I don′t where we′re goin, she's makin me come I′ve been trained as a boss playa, so what you saying? Let me show you, got some hookers we can toss later Before I let her get me, I got her Went in her purse took a hundred dollars Nigga I'm so scandalous Scandalous she′s so scandalous, she's so scandalous She′s so scandalous she's so scandalous, she's so scandalous Scandalous she′s so scandalous, she′s so scandalous She's so scandalous she′s so scandalous, she's so scandalous Dangerous and ambitious, while schemin on gettin riches I′m spittin at tricks cause I'm addicted to pretty bitches Currency motivated, not easily terminated Now that we made it, my niggas can never be faded This is my prophecy -- I gotta be paid All you cowards that try to stop me is beggin for early graves I thought we was cool, I was a fool, thinkin you could be true When I don′t fuck with your punk crew These are the tales for my niggas doin time in the cell I went from hell, to livin well Busting at niggas who said my name in vain I got no time for them tricks, I'm heavy in the game I wanna be a baller, please But the bitches and the liquor keep on calling me I'm tokin′ free on the highway, formulatin plans Can′t wait til I see L.A., cause it's so scandalous Scandalous she's so scandalous, she's so scandalous She′s so scandalous she′s so scandalous, she's so scandalous Aiyyo. how the prettiest bitch be the more scandalous the ho be You ever peep that shit? (Nah) A bitch can be like 15, fucking with a nigga 35 Gettin him for everything Hoes these days is way too motherfucking intelligent When these niggas get to tricking, hahaha, it′s over then That's aight though Keep a nigga heavy in the game, bout so long Watch them hoes All you niggas out there Beware these",hiphop/rap,692
108,Nate-Dogg,Me-and-My-Homies,"Me and my homies tho You know we kick it like everyday Me and my homies, kick it like everyday But I′m alone in my room And I dont have no one to talk to I catch a girl with my phone And cause some folks who know what I go through After I smoke a joint, come on To keep my temper low I parlay with my friends There's really no where else to go Me and my homies though I ain′t shit without my homeboys Rather be buried, then see us party Keep it close to my heart Cuz we the ones that got the shit started You recollect, we used to bust on snithces Nobody come before my niggaz, fuck all y'all bitches All my homeboys are self sufficient So be suspicious of your scandalous tricks Got the police takin our pictures Love to hang out on the corner but we known to ride Me and my muthafuckin homeboys down to die For each other, cuz we closer than brothers Its like you came in, no forgettin the party poppin When my squad walks in Throw up your hands baby buy me a drink, stop actin phony Dont forget tto bring something for all my homies To know me is to love a thug nigga to the fullest, duckin bullets, Snatchin guns when these trick niggaz pull it Handle my business like a professional, the whole world knows me But I ain't shit without my fuckin homies Me and my fuckin homies Me and my homies Kick it like everyday (Me and my homies) Constantly we mash Gotta make that cash There′s no need to ask We are still the best (Thats my homeys) Thats my homeys DPGC homeys",hiphop/rap,292
109,Nate-Dogg,B-tch-Please-PT-2,"Nu-uh, nu-uh nuh-no he didn′t! Ahhh! They didn't do it again What-what, what-what? Did you shit on these niggaz two times Dr. Dre? Oh fo′ sho'! Uh-uh, nah, ya smell that? This is special right here What-what, what-what-what? Yeah, it's a toast to the boogie baby Uhh, to the boogie-oogie-oogie Yeah, y′know! What′s crackin Dre? Just let me lay back and kick some mo' simplistic pimp shit On Slim′s shit and start riots like Limp Bizkit (Limp Bizkit) Throw on 'Guilty Conscience′ at concerts And watch mosh pits 'til motherfuckers knock each other unconcious Some of these crowds that Slim draws Is rowdy as Crenshaw Boulevard when it′s packed and full of cars Some of these crowds me and Snoop draw is niggas from Crenshaw From Long Beach to South Central Whoa, not these niggas again These grown-ass ignorant men with hair-triggers again You and what army could harm me? D-R-E and Shady, with Doggy from Long Beach (east-side) Came a long way, to makin these songs play It'll be a wrong move to stare at me the wrong way I got a long uz', and I carry it all day Sometimes it′s like a nightmare just bein′ Andre But I Somehow, someway, hella, nigga You know about Dogg-ay (Snoop Dogg) Now let me cut these niggas up and Show 'em where the fuck I′m comin' from I get the party crackin′, I'm the shit that I be spittin′, son Hit-and-run, get it done, get the funds, split and run Got about fifty guns, and I love all of 'em the same, bang bang! Damn baby girl, what's your name? (What′s your name?) I forgot, what′d you say it was? Damn a nigga buzzed Hangin' in the club, with my nephew Eminem (What′s up Slim?) What up cuz? (What up Snoop?) The Great White American Hope, done hooked up With the King of the motherfuckin' West coast, baby And you don′t really wanna fuck with me Only nigga that I trust is me Fuck around and make me bust this heat That's the devil, they always wanna dance Awww naww, big Slim Dogg Eighty pound balls (what?), dick six inch long (mmm, mmm) Back up in the heezy bay-bay He's Shady He′s so crazy Gimme the mic, let me recite, ′til Timothy White Pickets outside the Interscope offices every night What if he's right? I′m just a criminal, makin' a living Off of the world′s misery, what in the world gives me the right To say what I like, and walk around flippin' the bird Livin′ the urban life, like a white kid from the 'burbs Dreamin' at night of screamin′ at mom, schemin′ to leave Run away from home and grow to be as evil as me I just want you all to notice me and people to see That somewhere deep down, there's a decent human being in me It just can′t be found, so the reason you've been seeing this me Is ′cause this is me now, the recent dude who's being this mean So when you see me, dressin′ up like a nerd on TV Or heard the CD usin' the f- word so freely It's just me being me, here want me to tone it down? Suck my fuckin′ dick, you f- You happy now? Look here I start some trouble everywhere that I go (that I go) Ask the bouncers in the club ′cause they know ('cause they know) I start some shit they throw me out the back door (the back door) Come back and shoot the club up with a fo′-fo' (a fo′-fo') And you don't really wanna fuck with me That′s the devil, they always wanna dance, ah 2001 and forever Slim Shady, Dr. Dre, Snoop Dogg, X to the Z, Nate Dogg Come on, yeah (Oh, man)",hiphop/rap,637
110,Nate-Dogg,Til-I-Collapse-Screwed-and-Chopped,"′Cause sometimes you just feel tired, feel weak And when you feel weak You feel like you wanna just give up But you got to search within you And try to find that inner strength And just pull that shit out of you And get that motivation to not give up, and not be a quitter No matter how bad you wanna just fall flat on your face and collapse 'Till I collapse I′m spilling these raps long as you feel 'em 'Til the day that I drop you′ll never say that I′m not killing 'em ′Cause when I am not, then I'mma stop penning ′em And I am not Hip-Hop and I'm just not Eminem Subliminal thoughts, when I′mma stop sending 'em? Women are caught in webs, spin 'em and hock venom Adrenalin shots, the penicillin could not get the illing to stop Amoxicillin′s just not real enough The criminal cop-killing hip hop villain A minimal swap to cop millions of Pac listeners You′re coming with me, feel it or not you're gonna fear it Like I showed you the spirit of God lives in us You hear it a lot, lyrics to shock Is it a miracle or am I just product of pop fizzing up? For shizzle my wizzle, this is the plot, listen up You bizzles forgot, Slizzle does not give a fuck! ′Till the roof comes off, 'till the lights go out ′Till my legs give out, can't shut my mouth ′Till the smoke clears out, am I high? Perhaps I'mma rip this shit, 'till my bone collapse ′Till the roof comes off, ′till the lights go out 'Till my legs give out, can′t shut my mouth 'Till the smoke clears out, am I high? Perhaps I′mma rip this shit, 'till my bone collapse Music is like magic, there′s a certain feeling you get When you real and you spit and people are feeling your shit This is your moment, and every single minute you spend Tryna hold on to it because you may never get it again So while you're in it, try to get as much shit as you can And when your run is over just admit when it's at its end Because I′m at the end of my wits with half the shit gets in I got a list, here′s the order of my list that it's in It goes Reggie, Jay-Z, 2Pac and Biggie Andre from OutKast, Jada, Kurupt, Nas and then me But in this industry I′m the cause of a lot of envy So when I'm not put on this list, the shit does not offend me That′s why you see me walking 'round like nothing′s bothering me Even though half you people got a fuckin' problem with me You hate it but you know respect you got to give me The press's wet dream like Bobby and Whitney, Nate, hit me I'mma rip this shit, ′till my bone collapse Soon as a verse starts, I eat at an MC's heart What is he thinking? How not to go against me, smart And it′s absurd, how people hang on every word I'll probably never get the props I feel I ever deserve But I′ll never be served, my spot is forever reserved If I ever leave Earth, that would be the death of me first 'Cause in my heart of hearts I know nothing could ever be worse That's why I′m clever when I put together every verse My thoughts are sporadic, I act like I′m an addict I rap like I'm addicted to smack like I′m Kim Mathers But I don't want to go forth and back in constant battles The fact is I would rather sit back and bomb some rappers So this is like a full blown attack I′m launching at 'em The track is on some battling raps who want some static? ′Cause I don't really think that the fact that I'm Slim matters A plaque and platinum status is wack if I′m not the baddest, so 'Till the roof comes off, 'till the lights go out ′Till my legs give out, can′t shut my mouth Until the roof (Until the roof) The roof comes off (The roof comes off) Until my legs (Until my legs) Give out from underneath me I will not fall, I will stand tall Feels like no one can beat me",hiphop/rap,732
111,Nate-Dogg,Shake-That-Ass-For-Me,"Shady, Aftermath (Look at that bitch, shit - hey!) There she go, shaking that ass on the floor Bumping and grinding that pole The way she′s grinding that pole I think I'm losing control Get buzzed, get drunk, get crunk, get fucked up Hit the strip club don′t forget ones get your dick rubbed Get fucked, get sucked, get wasted, shit faceted Pasted, plastered, puke drink throw up, get a new drink Hit the bathroom sink, throw up Wipe your shoe clean, got a routine goin' Still got a few chunks on them shoestrings showin' I was dehydrated till the beat vibrated I was revived as soon as this Biyitch gyrated Them hips and licked them lips and that was it I had to get Nate Dogg in to sing some shit Two to the one from the one to the three I like good pussy and I like good tree Smoke so much weed you wouldn′t believe And I get more ass than a toilet seat Three to the one from the one to the three I met a bad bitch last night in the D Let me tell you how I made her leave with me Conversation and Hennessy I′ve been to the motherfuckin' mountain top Heard motherfuckers talk, seen em drop If I ain′t got a weapon I'mma pick up a rock And when I bust yo ass I′m gon' continue to rock Getcha ass of the wall with your two left feet It′s real easy just follow the beat Don't let that fine girl pass you bye Look real close cause strobe lights lie We about to have a party (turn the music up) Let's get it started (Go ′head shake your butt) I′m lookin for a girl with a body and a sexy strut Wanna get it poppin baby step right up Some girls they act retarded Some girls are bout it bout it I'm lookin′ for a girl that will do whatever the fuck I say, every day she be givin it up Shake that ass for me, shake that ass for me Come on girl, shake that ass for me, shake that ass for me Ohh girl, shake that ass for me, shake that ass for me I'm a menace, a dentist, an oral hygienist Open your mouth for about four or five minutes Take a little bit of this fluoride rin-inse Swish but don′t spit it, swallow it now finish Yeah; me and Nate D-O Double-G Looking for a couple bitches with some double D's Pop a little champagne and a couple E′s Slip it in her bubbly, we finna finna have a party We about ave a party (turn the music up) Let's get it started (Go head shake your butt) I'm lookin for a girl I can fuck in my Hummer truck Apple Bottom jeans and a big ol′ butt I want a bitch to sit at the crib with no panties on Knows that she can but she won′t say no Now look at this lady all in front of me, sexy as can be Tonight I want a slut, would you be mine? Heard you was freaky from a friend of mine Now I hope you don't get mad at me But I told Nate you was a freak He said he wants a slut, hope you don′t mind I told him how you like it from behind I'm lookin for a girl with a body and a sexy strut I′m lookin' for a girl that will do whatever the fuck The way she's grinding that pole I think I′m losing control God! I ain′t leaving without you, bitch You're coming home with me And my boy, and his boy - and his boy, and his girl Haha, Nate Dogg!",hiphop/rap,632
112,Nate-Dogg,Regulate,"Regulators, we regulate any stealing of his property And we damn good too, but you can′t be any geek off the street Gotta be handy with the steel if you know what I mean to earn your keep Regulators, mount up It was a clear black night, a clear white moon Warren G was on the streets, trying to consume Some skirts for the eve, so I can get some funk Just rollin' in my ride, chillin′ all alone Just hit the Eastside of the LBC On a mission trying to find Mr. Warren G. Seen a car full of girls ain't no need to tweak All you skirts know what's up with two-one-three So I hooks a left on the two-one and Lewis Some brothas shootin′ dice so I said, ""Let′s do this"" I jumped out the ride, and said, ""What's up?"" Some brothas pulled some gats so I said, ""I′m stuck"" Since these girls peepin' me, I′ma glide and swerve These hookers lookin' so hard they straight hit the curb Won′tcha think of better things than some horny tricks I see my homey and some suckers all in his mix I'm gettin' jacked, I′m breakin′ myself I can't believe they taking Warren′s wealth They took my rings, they took my Rolex I looked at the brotha said, ""Damn, what's next?"" They got my homey hemmed up and they all around Ain′t none of them seeing if they going straight pound for pound I gotta come up real quick before they start to clown I best pull out my strap and lay them busters down They got guns to my head, I think, I'm going down I can′t believe this happenin' in my own town If I had wings I could fly, let me contemplate I glanced in the cut and I see my homey Nate Sixteen in the clip and one in the hole Nate Dogg is about to make some bodies turn cold Now they droppin' and yellin′, it′s a tad bit late Nate Dogg and Warren G had to regulate I laid all them busters down, I let my gat explode Now I'm switching my mind back into freak mode If you want skirts sit back and observe I just left a gang of those over there on the curb Now Nate got the freaks and that′s a known fact Before I got jacked, I was on the same track Back up back up 'cause it′s on N-A-T-E and me, the Warren to the G Just like I thought, they were in the same spot In need of some desperate help the Nate Dogg and the G-child Were in need of something else, one of them dames was sexy as hell I said ""Oh, I like your size"" She said, ""My car's broke down and you seem real nice Would ya let me ride?"" I got a car full of girls and it′s going real swell The next stop is the Eastside Motel I'm tweaking into a whole new era G-Funk, step to this, I dare ya Funk, on a whole new level The rhythm is the bass and the bass is the treble Chords, strings We brings melody G-Funk, where rhythm is life And life is rhythm If you know like I know You don't wanna step to this It′s the G-Funk era Funked out with a gangsta twist If you smoke like I smoke Then you high like everyday And if your ass is a buster Two-one-three will regulate",hiphop/rap,585
113,Nate-Dogg,Please-II-2,"Yeah, what up Detroit Nu-uh, nu-uh nuh no he didn′t They didn't do it again Wha-wha-wha-what? You shitted on these niggas two times, Dr. Dre? Oh fo′ sho' Uh-uh, naw ya smell that, this is special right here Yeah, it's a toast to the boogie baby To the boogie-oogie-oogie Aww yeah, y′know, what′s crackin' Dre Just let me lay back and kick some ol′ simplistic pimp shit On Slim's shit and start riots like Limp Bizkit Throw on ""Guilty Conscience"" at concerts And watch mosh pits ′till motherfuckers knock each other unconscious Some of these crowds that Slim draws is rowdy as Crenshaw Boulevard When it's packed and fulla cars Some of these crowds me and Snoop draw is niggas from Crenshaw From Long Beach to South Central Whoa, not these niggas again These grown-ass ignorant men with hair-triggers again You and what army could harm me D-R-E and Shady, with Doggy from Long Beach? Came a long way, to making these songs play It′ll be a wrong move, to stare at me the wrong way I got a long uz' and I carry it all day Sometimes it's like a nightmare, just being Andre but I Somehow, some way Holla nigga, you know about Dogg-ay Snoop Dogg Now let me cut these niggas up and show em where the fuck I′m coming from I get the party cracking from the shit that I be spitting, son Hit-and-run, get it done Get the funds, split and run Got about fifty guns and I love all of ′em the same, bang bang Damn baby girl what's your name I forgot, what′d you say it was, damn a nigga buzzed Hanging in the club with my nephew Eminem What up 'cause The Great White American Hope Done hooked up with the King of the motherfucking West Coast, baby And you don′t really wanna fuck, with me Only nigga that I trust, is me Fuck around and make me bust, this heat That's the devil, they always wanna dance I′m the Head Nigga In Charge, I'm watching you move You're found dead in your garage with ten o′clock news coverage Gotta love it ′cause I expose the facade Your little lungs is too small to hotbox with Gods All jokes aside, come bounce with us Standing over you with a twelve gauge, about to bust It's like ashes to ashes and dust to dust I might leave in the bodybag, but never in cuffs So who do you trust, they just not rugged enough When things get rough I′m in the club shooting with Puff Bitch, please! You must have a mental disease Assume the position and get back down on your knees, come on And you don't really wanna fuck, with me That′s the devil, they always wanna dance Aww naww, big Slim Dogg, eighty pound balls, dick six inch long Back up in the heezy, baby, he's Shady He's so crazy Gimme the mic, let me recite ′till Timothy White Pickets outside the Interscope offices every night What if he′s right, I'm just a criminal Making a living off of the world′s misery What in the world gives me the right To say what I like, and walk around flippin' the bird Livin′ the urban life, like a white kid from the burbs Dreaming at night of screaming at mom, scheming to leave Run away from home and grow to be as evil as me I just want you all to notice me and people to see That somewhere deep down there's a decent human being in me It just can′t be found, so the reason you've been seeing this me Is 'cause this is me now, the recent dude who′s being this mean So when you see me, dressin′ up like a nerd on TV Or heard the CD using the ""fag"" word so freely It's just me being me, here want me to tone it down ""Suck my fucking dick, you faggot"", you happy now? Look here, I start some trouble everywhere that I go Ask the bouncers in the club ′cause they know I start some shit they throw me out the back door Come back and shoot the club up with a 44 2001 and forever Slim Shady Dr. Dre X to the Z Nate Dogg Come on! Yeah",hiphop/rap,722
114,Nate-Dogg,Gangsta-Luv,"Radio Killa, Big Snoop D-O-dub The-American-Dream Aiyyo nephew, why don′t come up off them keys And sing a 'lil somethin for the ladies Yanuhtalkinbot? Let ′em know how we feelin right now Everytime I come around, shawty love me down Run up on me like click-clack, the gun out like take-that She make it do what it do When we doing what we doin in the back of the 'Llaaaaaaac I'm like come up off of that And every night her body get stacked That-that-that gang-sta, gang gang-sta That gang-sta, gang gang-sta Gang-sta, gang gang-sta That gang-sta luuuuuuv Yeah, she love it the way I put it on her Blowin trees, summer breeze, sippin Coronas Boss Dogg, I give it to her right, and she like it She on the hip like a Sidekick Is he, one of the coolest of fool on the flo′? I whispered in her ear. ""C′mere, you're ready to go?"" I rolled up a winna and put it up in the air Got that lil′ dress on, you comin up outta there, yeah! She like that, you like that? You say you bite, well I bite back And I'm all go, we can do it ′til tomorrow I beat it up like Harpo Snoopy, I go hard baby, yes! Kissin on ya chest and I'm diggin out your stress I won′t stop 'til you're finished But you ain′t felt love ′til a gangsta get up in it Dream I′m like come up off of that She always call in the middle of the night Cause I'm a Dogg, I′mma give her what she like She say my name loud, I say her name low That's what I aim fo′, that's how the game go Baby like the way I wake her up (why?) Cause I'm a gangsta, I grab her by the butt (oh) Pull her to my side, I′m in deep Woke that ass up, just to put her to sleep Everyday, it′s the same thang, I creep in It's like ""True Blood"", I sink my teeth in I gotta have it, the L.B. raised me We was taught to dick ′em down crazy Lights out, I'm so lit Mommy so gone, daddy won′t quit I won't stop ′til you're finished You ain't felt love ′til a gangsta get up in it When we doing what we doin in the back of the ′Llaaaaaaac This the life that you show The loop, the Coupe, the grove An′thing goes! It's so good, got her wigglin her toes (WOW!) The Boss, The-Dream The floss, the cream The trips overseas All these things really don′t mean a thing When I'm tearin that ass up, workin you like a shift I give it to you like a gift You hear what that boy say? You gettin jacked, give it up fast Then I hit it from the back ""Snoopy, you so good,"" she screamin and I like that girl She go off in another world, I won′t stop 'Til you're finished, she love this gangsta Especially when I′m in it That-gang-sta, gang gang-sta",hiphop/rap,515
